Date	number of bedrooms	number of bathrooms	living area	lot area	number of floors	waterfront present	number of views	condition of the house	grade of the house	Area of the house(excluding basement)	Area of the basement	Built Year	Renovation Year	Postal Code	Lattitude	Longitude	living_area_renov	lot_area_renov	Number of schools nearby	Distance from the airport	Price
42628	4	2.5	2040	8076	2.0	0	0	3	7	2040	0	1994	0	122035	52.5991	-114.264	2040	8408	3	60	279000
42561	4	3.0	2530	4166	1.0	0	0	3	8	1470	1060	1976	0	122033	52.9394	-114.423	1840	7070	2	55	625000
42671	4	3.5	4440	8125	2.0	0	3	5	10	3140	1300	1922	0	122054	52.8044	-114.473	3990	8505	2	77	2250000
42720	3	1.0	1160	12040	1.0	0	0	3	7	1160	0	1966	0	122033	52.9563	-114.419	1220	10500	3	64	325000
42582	4	3.5	3350	9681	1.0	0	1	3	7	2140	1210	1980	0	122043	52.6278	-114.512	2580	9681	1	55	400000
42610	3	1.75	1410	9150	1.0	0	0	5	7	1410	0	1959	0	122027	52.7983	-114.368	1800	9940	3	77	365000
42600	5	3.5	3220	8000	2.0	0	0	3	9	2900	320	2008	0	122010	52.9134	-114.39	2100	9680	1	54	1210000
42551	1	1.0	590	833	1.0	0	0	4	7	590	0	1926	0	122044	52.8382	-114.489	780	1617	2	72	202000
42614	3	2.5	1480	9743	2.0	0	0	4	7	1480	0	1996	0	122062	52.5593	-114.191	1810	9601	1	69	269950
42712	3	2.25	1690	14615	2.0	0	0	4	7	1690	0	1979	0	122025	52.6792	-113.97	1390	11360	3	70	345000
42512	4	3.0	4060	35621	1.0	0	0	3	9	2030	2030	1989	0	122023	52.5359	-114.298	2950	35259	3	65	404000
42725	3	2.25	1550	4411	2.0	0	0	3	7	1550	0	2001	0	122055	52.9673	-114.156	1620	4621	2	79	324000
42666	4	2.5	2600	9355	1.0	0	0	3	9	1840	760	1983	0	122058	52.9746	-114.439	2250	7691	2	76	509000
42516	3	1.0	1810	12375	2.0	0	0	3	7	1810	0	1970	0	122021	52.9727	-114.362	1420	9357	1	74	326500
42657	4	2.75	2530	13474	2.0	0	0	4	8	2530	0	1994	0	122018	52.519	-114.534	2490	13140	3	71	349900
42644	3	1.75	2080	87991	1.0	0	0	3	6	1040	1040	1970	0	122041	52.9024	-114.055	2080	84300	1	60	280000
42615	3	1.0	1000	6947	1.0	0	0	3	7	1000	0	1947	0	122022	52.9442	-114.509	1000	6947	1	75	390000
42543	3	1.5	1270	2356	2.0	0	0	3	7	1270	0	2012	0	122059	52.7971	-114.488	1490	2175	2	74	160797
42638	3	1.75	1900	3783	1.5	0	0	5	7	1110	790	1927	0	122054	52.8042	-114.505	1530	5098	3	66	615000
42649	3	1.5	960	4600	1.0	0	0	3	6	960	0	1944	0	122010	52.9237	-114.403	2230	9350	3	59	500000
42669	4	2.5	1940	7107	2.0	0	0	3	7	1940	0	2000	0	122024	52.6143	-114.222	1850	5705	2	72	322500
42642	5	2.75	2570	7260	2.0	0	0	3	8	2570	0	1996	0	122023	52.4922	-114.402	2200	7421	1	63	329000
42560	4	1.0	1140	5500	1.0	0	2	3	7	1140	0	1916	0	122028	52.9095	-114.544	1630	4000	2	71	569950
42578	3	3.0	2260	1834	2.0	0	0	3	8	1660	600	2002	0	122044	52.8411	-114.498	2260	1834	3	74	651000
42678	5	2.5	2800	11325	1.0	0	0	4	8	1400	1400	1970	0	122049	52.8466	-114.362	2510	13700	1	70	850000
42694	4	1.75	2690	46609	1.5	0	0	3	7	2690	0	1940	0	122052	52.7251	-114.542	1920	7302	1	67	390000
42607	5	2.5	2530	10190	1.0	0	0	4	7	1290	1240	1960	0	122029	52.846	-114.305	2040	8560	3	50	657000
42658	3	2.0	1460	9759	1.0	0	0	5	7	1460	0	1972	0	122005	52.8944	-114.334	1620	8421	1	51	495000
42684	3	3.0	2980	3730	2.0	0	0	3	9	2980	0	2005	0	122011	52.7833	-114.185	2710	3640	2	53	670000
42526	4	1.5	1320	14250	1.0	0	0	4	7	1320	0	1954	0	122010	52.9316	-114.389	1720	14250	3	80	510000
42552	5	1.0	1870	7800	1.0	0	0	3	7	1580	290	1962	0	122056	52.7427	-114.511	1740	7808	2	71	262000
42656	3	1.75	1270	10790	1.0	0	0	3	7	1270	0	1956	0	122010	52.8947	-114.367	1270	10790	1	70	403000
42610	2	1.0	1220	6000	1.0	0	0	3	6	880	340	1938	0	122051	52.7947	-114.46	1220	6840	1	77	452000
42714	2	1.75	1830	7200	1.0	0	2	4	7	1070	760	1949	0	122051	52.7892	-114.463	1570	6000	1	50	585000
42617	6	3.0	3030	31920	1.0	0	0	4	8	1670	1360	1980	0	122020	52.805	-114.223	2890	35100	1	59	624500
42543	3	1.75	1580	8820	1.0	0	0	4	7	1580	0	1967	0	122040	52.547	-114.515	1280	8500	1	79	225000
42609	3	2.5	2550	5100	2.0	0	0	3	9	2550	0	2014	0	122006	52.9057	-114.516	1250	4080	1	68	1100000
42617	4	2.5	2840	18001	2.0	0	0	3	9	2840	0	1994	0	122055	52.9659	-114.152	2500	18001	3	71	500000
42508	4	2.5	2500	4945	2.0	0	0	3	9	2500	0	2013	0	122008	52.7485	-114.075	2760	6000	1	54	575000
42550	4	2.5	3300	165528	2.0	0	0	3	8	3300	0	1984	0	122037	52.9957	-114.218	3030	144696	3	70	760000
42504	3	1.0	1060	5200	1.0	0	0	5	6	1060	0	1970	0	122035	52.5936	-114.283	1380	5200	1	73	174950
42664	4	3.5	3850	8100	2.0	0	1	3	11	2430	1420	1995	0	122010	52.9155	-114.38	2620	9346	1	77	1060000
42547	2	1.0	900	3400	1.0	0	0	5	6	900	0	1905	0	122059	52.7569	-114.504	940	6000	2	68	191000
42635	2	1.0	1040	4172	1.0	0	0	3	7	1040	0	1946	0	122047	52.8608	-114.492	3120	4800	1	75	370000
42505	3	2.5	1800	5761	2.0	0	0	4	7	1800	0	1990	0	122034	52.7593	-114.553	1800	5952	2	72	408200
42704	3	1.5	2220	8994	1.0	0	0	4	8	1110	1110	1962	0	122027	52.7773	-114.362	2220	8994	3	75	500000
42558	3	1.75	2050	16313	1.0	0	0	2	8	2050	0	1973	0	122057	52.8043	-114.402	3180	10264	2	75	623000
42537	3	1.0	980	7200	1.0	0	0	4	7	980	0	1950	0	122009	52.8018	-114.585	1180	6572	2	71	430000
42720	4	2.5	2798	5085	2.0	0	0	3	9	2798	0	2011	0	122023	52.5608	-114.377	2502	5707	1	71	440000
42510	4	2.75	1800	5453	1.0	0	0	3	7	1050	750	2002	0	122042	52.6932	-114.399	1820	6900	1	74	344500
42548	2	1.0	1050	2542	1.0	0	0	3	7	880	170	1904	0	122044	52.8472	-114.488	1620	1809	2	52	650000
42519	3	2.5	2200	7278	2.0	0	0	3	8	2200	0	1990	0	122046	52.6924	-114.322	2190	8580	2	78	349900
42533	3	2.5	1070	1155	2.0	0	0	3	7	720	350	2005	0	122013	52.7917	-114.575	1120	2594	3	72	330000
42529	3	1.75	1300	8800	1.0	0	0	4	8	1300	0	1963	0	122029	52.8499	-114.306	1350	8800	2	60	502000
42679	4	2.75	2010	7000	2.0	0	0	5	8	2010	0	1901	0	122032	52.8907	-114.586	1420	4400	3	73	774000
42538	4	1.75	1820	8118	1.0	0	0	4	7	1080	740	1980	0	122067	52.6404	-114.362	1810	8050	3	76	264000
42509	6	3.0	1880	7200	1.0	0	0	4	7	1880	0	1966	0	122053	52.7329	-114.378	1540	13022	3	63	326000
42550	4	2.5	3500	7048	2.0	0	0	3	9	3500	0	2005	0	122045	52.9111	-114.215	3920	7864	1	54	780000
42538	4	2.5	2290	6738	2.0	0	0	3	8	2290	0	1996	0	122011	52.8014	-114.195	2100	6261	3	51	570000
42670	3	1.0	1570	2280	2.0	0	0	3	7	1570	0	1922	0	122003	52.8713	-114.554	1580	2640	2	79	685000
42557	3	1.0	1230	6000	1.0	0	0	4	7	1230	0	1967	0	122072	52.5556	-114.399	1240	6000	3	75	229500
42546	4	2.5	2770	10274	2.0	0	0	3	9	2770	0	1989	0	122011	52.8048	-114.208	2270	7210	2	76	675750
42650	3	2.0	1870	5455	1.0	0	0	5	7	1060	810	1926	0	122022	52.9329	-114.487	1870	7435	2	79	521000
42685	3	1.5	1660	8738	1.0	0	0	4	7	1080	580	1959	0	122072	52.5417	-114.398	1500	8466	2	61	235000
42540	6	4.25	6900	244716	2.0	0	0	4	9	4820	2080	2002	0	122037	52.9806	-114.202	4170	266587	1	58	1140000
42497	4	1.75	2000	6120	1.0	0	0	3	7	1100	900	1965	0	122063	52.7335	-114.448	1880	6120	2	77	228000
42510	3	1.0	1060	9126	1.0	0	2	5	7	1060	0	1956	0	122068	52.431	-114.189	1300	9126	2	64	220000
42614	4	3.0	3380	16133	1.0	0	1	3	8	2330	1050	1959	0	122051	52.7801	-114.451	2500	11100	1	75	350000
42575	3	2.0	1510	4560	2.0	0	0	4	7	1510	0	1909	1995	122009	52.7989	-114.598	1990	5000	1	54	629000
42663	2	1.0	890	6350	1.0	0	0	3	6	890	0	1943	0	122028	52.9275	-114.547	1490	6350	2	78	314963
42705	2	1.0	1280	12500	1.0	0	0	3	7	1060	220	1951	0	122063	52.7133	-114.427	1460	17771	2	80	281000
42524	3	2.25	1830	7897	1.0	0	0	4	8	1290	540	1986	0	122005	52.9214	-114.293	1990	8306	1	69	572000
42606	3	1.0	1210	6000	1.0	0	0	3	7	1210	0	1930	0	122063	52.7284	-114.414	1210	6000	3	73	235000
42599	4	1.75	2160	8000	1.0	0	0	4	9	1660	500	1976	0	122018	52.5465	-114.572	2350	8200	1	58	355000
42503	4	1.75	1620	4980	1.0	0	0	4	7	860	760	1947	0	122038	52.9325	-114.531	1400	4980	1	52	385000
42651	3	2.25	1730	13040	1.0	0	0	4	8	1290	440	1988	0	122005	52.9109	-114.309	1730	11016	3	58	500000
42601	3	2.5	1300	877	2.0	0	0	3	7	1060	240	2008	0	122032	52.8891	-114.582	1320	1414	3	76	417000
42722	3	1.0	1820	8142	1.0	0	0	3	7	1040	780	1961	0	122056	52.735	-114.506	1820	8142	2	67	309000
42628	4	1.75	1790	10186	1.0	0	0	4	8	1790	0	1965	0	122050	53.0069	-114.566	1790	9142	3	72	380000
42683	2	1.75	1020	10346	1.0	0	0	4	6	1020	0	1983	0	122068	52.4258	-114.192	1160	8610	2	68	187000
42631	5	3.0	3223	6371	2.0	0	0	3	9	3223	0	2014	0	122035	52.5888	-114.353	1979	19030	1	75	469950
42692	3	1.75	2130	20423	1.0	0	0	3	9	2130	0	1953	0	122048	52.8639	-114.382	2370	20875	3	72	667500
42642	7	4.25	4670	23115	2.0	0	2	3	11	4670	0	1992	0	122071	52.8483	-114.417	3240	13912	3	70	2450000
42669	2	1.0	1010	7740	1.0	0	0	3	6	890	120	1924	0	122034	52.7623	-114.545	1030	6000	2	78	289000
42644	3	1.75	1120	7740	1.0	0	0	4	6	860	260	1948	0	122022	52.9407	-114.481	1240	7740	3	77	355000
42545	33	1.75	1620	6000	1.0	0	0	5	7	1040	580	1947	0	122028	52.9178	-114.521	1330	4700	2	50	640000
42648	4	2.0	1940	5000	1.0	0	0	4	7	980	960	1910	0	122026	52.9019	-114.559	1940	5000	1	75	639000
42543	3	3.25	1630	1677	3.0	0	0	3	8	1630	0	2007	0	122038	52.9348	-114.543	1220	1677	2	58	385000
42694	2	1.0	900	8556	1.0	0	0	3	6	760	140	1941	0	122016	52.7448	-114.576	1500	8556	1	55	315000
42560	2	1.0	860	10400	1.0	0	0	4	6	860	0	1983	0	122035	52.5982	-114.286	1390	9086	2	70	195000
42704	3	1.75	1740	8560	1.0	0	0	3	8	1500	240	1948	0	122032	52.8775	-114.599	2240	5800	2	71	827235
42726	4	2.25	1960	10400	1.0	0	0	4	8	1220	740	1985	0	122018	52.5499	-114.582	1650	8660	1	55	285000
42673	4	2.5	2650	9627	1.0	0	3	4	8	1610	1040	1976	0	122058	52.9984	-114.444	2650	9221	3	65	490000
42593	4	2.5	2470	6116	1.0	0	0	3	7	1420	1050	1985	0	122024	52.6092	-114.237	1670	7627	3	64	352000
42593	3	2.25	1430	5999	2.0	0	0	3	7	1430	0	1987	0	122018	52.5416	-114.548	1600	5999	3	76	221000
42496	4	3.0	1830	9548	2.0	0	0	3	7	1830	0	1991	0	122058	52.9679	-114.414	1740	9750	1	66	415000
42714	4	1.75	1670	10200	1.0	0	0	3	7	1390	280	1953	0	122051	52.7824	-114.457	1720	6860	1	61	476500
42698	3	1.0	1710	10190	1.0	0	0	3	6	1310	400	1949	0	122056	52.736	-114.521	1200	6251	3	75	340000
42620	3	2.25	2530	45234	2.0	0	0	4	9	2530	0	1985	0	122021	52.9521	-114.31	3110	35617	2	73	615000
42558	3	2.5	2538	4600	2.0	0	0	3	8	2538	0	2013	0	122023	52.4884	-114.386	2570	4800	2	57	335606
42603	2	1.0	1130	15190	1.0	0	0	4	7	1130	0	1954	0	122066	52.6202	-114.473	1490	16920	1	66	239000
42602	3	2.0	1640	15258	1.0	0	0	3	8	1640	0	1981	0	122019	52.8601	-114.227	1640	16345	1	70	525000
42670	5	2.5	2720	8120	1.0	0	0	3	7	1360	1360	1970	0	122059	52.787	-114.498	2020	8120	3	69	429000
42532	3	2.0	2080	11375	1.0	0	0	3	8	2080	0	2002	0	122068	52.444	-114.183	1080	12899	3	75	342500
42538	4	2.5	1820	6753	2.0	0	0	3	7	1820	0	1994	0	122024	52.6145	-114.222	1820	7107	3	70	322500
42546	3	1.75	2080	75794	1.0	0	0	3	7	2080	0	1958	0	122010	52.9318	-114.379	1870	11020	1	71	800000
42572	6	3.75	3160	5000	2.0	0	0	3	8	3160	0	1989	0	122026	52.9048	-114.574	1740	5000	3	59	848750
42678	2	1.0	1250	8520	1.0	0	0	3	6	1250	0	1928	0	122064	52.7458	-114.568	1040	8520	2	71	200000
42666	3	2.5	1600	3172	2.0	0	0	3	7	1600	0	2002	0	122045	52.9168	-114.232	1690	3698	3	69	440500
42616	3	1.5	1830	217800	1.0	0	0	3	7	1010	820	1981	0	122045	52.8577	-114.162	2450	165963	3	55	505000
42666	4	2.5	2450	20348	1.0	0	0	3	8	1410	1040	1978	0	122020	52.8187	-114.254	2450	50094	3	73	450000
42680	3	2.0	2100	72745	1.0	0	0	4	9	2100	0	1995	0	122037	52.9779	-114.252	2290	54885	1	77	740000
42732	2	1.0	950	4080	1.0	0	0	4	7	950	0	1924	0	122007	52.9065	-114.574	1120	4080	3	54	550000
42686	4	2.5	2100	8800	1.0	0	2	4	7	1240	860	1960	0	122029	52.8446	-114.304	2000	8800	2	51	630000
42533	3	2.5	2860	4442	2.0	0	0	3	8	2860	0	2000	0	122032	52.891	-114.586	1440	4400	3	53	799000
42571	4	2.5	2440	7322	2.0	0	0	3	9	2440	0	1991	0	122053	52.7657	-114.369	2590	9927	3	72	562500
42544	5	4.75	6390	13180	2.0	0	0	3	10	4560	1830	1940	0	122047	52.8612	-114.481	4010	8137	3	76	2470000
42679	4	2.5	2910	7364	2.0	0	0	3	10	2910	0	2003	0	122010	52.9206	-114.403	2480	8400	1	79	1430000
42510	3	1.5	1060	9039	1.0	0	0	3	7	1060	0	1973	2013	122046	52.6593	-114.341	1410	9515	1	59	255000
42535	3	1.75	2140	9484	1.0	0	0	3	7	1290	850	1953	0	122048	52.8534	-114.381	1960	9630	3	76	650000
42596	3	3.0	2560	3600	2.0	0	0	3	10	2110	450	1994	0	122003	52.863	-114.56	2160	3600	1	68	925000
42621	3	2.5	2650	11250	2.0	0	0	3	9	2650	0	2005	0	122014	52.9944	-114.48	2200	10013	3	64	660000
42494	5	1.75	2550	71874	1.0	0	0	5	7	1810	740	1960	0	122012	52.7145	-114.27	2170	51400	2	65	525888
42636	3	1.75	1470	8925	1.0	0	0	4	7	1470	0	1957	0	122068	52.4326	-114.19	1430	9282	2	57	239000
42657	3	3.0	1380	1081	3.0	0	0	3	8	1380	0	2005	0	122026	52.8992	-114.58	1390	1140	2	55	473000
42594	3	2.5	1670	2589	2.0	0	0	3	8	1670	0	2000	0	122012	52.7614	-114.237	1670	2897	1	68	450000
42694	4	2.0	1570	7320	1.0	0	0	4	7	1570	0	1960	0	122030	52.8267	-114.33	1530	8800	3	54	450000
42697	3	1.0	960	6500	1.0	0	0	4	5	960	0	1954	0	122053	52.727	-114.361	1150	6500	2	52	225000
42670	2	1.0	970	5600	1.0	0	0	3	6	970	0	1951	0	122051	52.7597	-114.467	1020	5600	3	78	217000
42551	3	2.25	1640	3896	2.0	0	0	3	8	1640	0	1994	0	122011	52.7989	-114.196	1780	3999	1	51	478000
42578	3	2.5	1600	7982	2.0	0	0	3	8	1600	0	1993	0	122039	52.5697	-114.456	1890	9830	1	59	315000
42617	3	2.0	1650	7104	2.0	0	0	3	8	1650	0	1945	1986	122050	52.9353	-114.564	1730	7104	2	65	643500
42720	3	1.75	1740	8528	1.0	0	0	4	7	1290	450	1939	0	122022	52.9397	-114.493	1610	8528	1	79	480000
42707	3	4.0	1390	1569	2.0	0	0	3	9	1150	240	2006	0	122004	52.901	-114.459	1620	1855	3	77	458000
42656	3	1.0	1160	10988	1.0	0	0	3	7	1160	0	1965	0	122010	52.9118	-114.355	1670	51376	2	64	360000
42567	4	1.75	1320	4800	1.0	0	0	4	7	870	450	1930	0	122034	52.7834	-114.555	940	4800	3	64	399700
42531	1	1.0	620	8261	1.0	0	0	3	5	620	0	1939	0	122034	52.7438	-114.554	1180	8244	2	54	148000
42502	3	2.5	1950	8251	2.0	0	0	3	7	1950	0	1990	0	122039	52.573	-114.47	1540	8588	2	73	287600
42494	4	2.5	2910	6479	2.0	0	0	3	7	2910	0	2006	0	122008	52.7702	-114.077	2320	5178	1	50	499000
42698	3	2.5	3610	26359	1.0	0	0	3	8	1950	1660	1998	0	122045	52.8606	-114.158	2620	26427	3	77	635000
42691	4	2.5	2350	7245	2.0	0	0	3	8	2350	0	1993	0	122019	52.8618	-114.213	2350	9419	1	62	598850
42526	3	1.0	1840	5000	1.0	0	0	4	7	920	920	1953	0	122031	52.685	-114.54	1250	8100	3	70	185000
42678	4	2.25	1950	7700	1.0	0	0	3	8	1350	600	1979	0	122046	52.6741	-114.315	2150	7350	3	80	305000
42621	3	2.5	1520	7200	2.0	0	0	4	7	1520	0	1985	0	122065	52.5979	-114.372	1780	7210	3	75	158000
42704	2	1.5	1140	7800	1.0	0	0	4	6	1140	0	1947	0	122048	52.8442	-114.399	2020	7800	3	60	903000
42729	3	2.0	1340	9764	1.0	0	0	3	7	1340	0	1944	0	122005	52.9086	-114.351	1310	9764	3	65	275000
42656	4	1.0	1340	5800	1.5	0	2	3	7	1340	0	1914	0	122009	52.7958	-114.579	1900	5800	3	70	455000
42575	3	2.5	1670	5797	2.0	0	0	3	7	1670	0	1988	0	122065	52.5805	-114.369	1670	6183	2	57	260000
42690	4	2.75	2560	6900	1.0	0	0	3	8	1480	1080	1959	0	122006	52.916	-114.487	2600	7200	3	80	740000
42580	3	1.75	1600	9135	1.0	0	0	5	7	1600	0	1955	0	122027	52.8024	-114.369	1580	9800	1	60	625000
42566	4	3.25	3250	5478	2.0	0	0	3	9	3250	0	2014	0	122008	52.7478	-114.077	3250	5482	2	53	699188
42594	3	1.75	1320	17390	1.0	0	0	4	7	1320	0	1956	0	122040	52.5557	-114.486	1550	19265	2	64	199000
42512	5	2.5	3840	16905	2.0	0	0	3	11	3840	0	1991	0	122018	52.5296	-114.532	3270	12133	1	73	556000
42503	4	2.75	2450	15002	1.0	0	0	5	9	2450	0	1974	0	122031	52.6568	-114.533	2650	15055	1	55	530000
42579	3	1.75	1720	8867	1.0	0	0	3	8	1320	400	1985	0	122046	52.67	-114.326	2200	9170	3	80	348000
42644	3	3.25	1380	1234	3.0	0	0	3	8	1380	0	2006	0	122028	52.9235	-114.532	1370	1282	1	77	379000
42551	4	2.5	2701	4500	2.0	0	0	3	9	2701	0	2014	0	122023	52.4886	-114.384	2570	4800	1	63	399895
42719	3	2.5	1530	1131	3.0	0	0	3	8	1530	0	2009	0	122028	52.9293	-114.536	1530	1445	1	64	375000
42565	3	1.5	1370	8671	1.0	0	0	3	7	1370	0	1955	0	122048	52.8517	-114.388	1580	8671	2	70	815000
42714	2	1.0	870	3121	1.0	0	0	4	7	870	0	1923	0	122026	52.8959	-114.559	1570	1777	1	60	395000
42579	3	1.0	1090	10114	1.0	0	0	4	7	1090	0	1955	0	122072	52.5275	-114.413	1380	7800	2	73	140000
42622	4	2.5	2800	5000	2.0	0	0	3	9	2800	0	2006	0	122024	52.5896	-114.226	2960	5092	1	51	375000
42531	3	2.75	2500	7378	1.0	0	0	5	7	1390	1110	1948	0	122050	52.9332	-114.56	2040	7140	1	59	700000
42645	4	1.75	3720	8448	1.0	0	3	4	9	1960	1760	1947	0	122032	52.8725	-114.596	2540	7064	3	56	1280000
42494	3	1.0	1450	6000	1.0	0	0	4	7	1450	0	1953	0	122051	52.7538	-114.477	1170	6464	2	61	287000
42685	2	1.0	1200	9488	1.0	0	0	5	7	1200	0	1941	0	122056	52.7132	-114.489	1200	9488	1	73	231500
42678	5	3.25	2590	6180	1.0	0	0	3	7	1330	1260	1960	0	122051	52.781	-114.462	1560	6180	2	78	599000
42521	5	3.0	3640	8239	2.0	0	3	3	10	2540	1100	1982	0	122029	52.8142	-114.301	3330	10643	2	64	1600000
42719	6	3.5	2820	5400	1.0	0	0	3	8	1620	1200	1958	0	122007	52.9091	-114.564	1560	2276	2	64	850000
42572	5	3.0	2260	6508	1.0	0	0	3	7	1330	930	2003	0	122014	52.9808	-114.512	1940	9450	1	67	451000
42516	3	3.5	1820	1501	2.0	0	0	3	8	1430	390	2014	0	122054	52.826	-114.488	1550	1501	3	79	499950
42693	3	1.75	1880	9360	1.0	0	0	4	7	940	940	1941	0	122022	52.9431	-114.473	1390	7200	1	76	445500
42538	4	3.5	4680	9700	2.0	0	0	3	10	3360	1320	2005	0	122027	52.8003	-114.355	2800	12343	1	64	1160000
42635	3	1.0	2130	3825	1.5	0	0	3	7	2130	0	1917	0	122051	52.7806	-114.471	1780	5150	1	58	335000
42631	3	1.0	1290	8470	1.0	0	0	4	7	970	320	1966	0	122018	52.5354	-114.561	1300	7350	1	68	225000
42686	4	2.0	2470	1831	2.0	0	0	3	7	1970	500	2009	0	122031	52.6945	-114.527	1310	7500	3	57	305000
42559	4	2.5	2100	8400	1.0	0	0	4	7	1240	860	1976	0	122021	52.965	-114.36	1980	8610	1	70	468000
42635	3	1.5	1670	8230	1.0	0	0	5	7	1670	0	1954	0	122039	52.4913	-114.445	2077	4910	1	60	227950
42651	3	1.75	1930	7267	1.0	0	0	4	7	1330	600	1977	0	122072	52.5517	-114.395	1600	7698	1	80	279950
42651	3	1.5	2790	6900	1.0	0	2	3	8	1700	1090	1955	0	122022	52.9628	-114.478	2410	8100	1	66	560000
42524	2	1.0	820	6250	1.0	0	0	4	5	820	0	1922	0	122016	52.7779	-114.574	1300	6250	3	54	375000
42537	4	2.0	1610	9600	1.0	0	0	5	7	1610	0	1967	0	122053	52.7627	-114.376	1450	9600	2	60	415000
42674	4	2.5	2990	5342	2.0	0	0	3	8	2990	0	2004	0	122019	52.8424	-114.199	2990	5936	3	75	644500
42572	3	2.25	2190	45738	1.0	0	0	3	8	2190	0	1990	0	122005	52.9408	-114.31	2970	4496	3	56	620000
42533	4	2.5	2420	10285	1.0	0	4	3	8	1700	720	1958	0	122052	52.7171	-114.55	2540	9900	3	62	760000
42491	4	2.5	2820	8408	2.0	0	0	3	9	2820	0	2014	0	122014	52.9838	-114.515	1300	8408	3	55	625000
42564	3	1.75	1510	8250	1.0	0	0	4	8	1510	0	1962	0	122029	52.8483	-114.303	1770	8250	3	60	516130
42522	3	2.5	1840	3035	1.0	0	0	3	7	920	920	1926	0	122004	52.8857	-114.517	1780	4000	1	64	550000
42526	3	2.5	2700	9994	1.0	0	3	4	7	1350	1350	1959	0	122043	52.627	-114.511	2470	10664	2	67	402000
42652	3	1.75	2030	217800	1.0	0	2	4	8	2030	0	1977	0	122023	52.4918	-114.31	2570	216057	2	52	395000
42546	4	1.5	1600	9289	1.0	0	0	4	7	1600	0	1959	0	122072	52.5407	-114.402	1540	9918	2	66	224000
42677	4	1.75	1840	10528	1.0	0	0	3	7	1210	630	1990	0	122018	52.5287	-114.575	1620	9331	1	51	274900
42518	4	2.5	2920	9904	2.0	0	0	4	9	2920	0	1990	0	122011	52.8059	-114.185	1810	5617	3	58	690000
42680	4	1.5	2500	9448	1.0	0	0	4	7	1250	1250	1966	0	122034	52.7512	-114.529	1640	9490	3	68	330000
42537	3	2.5	1270	2509	2.0	0	0	3	8	1270	0	2004	0	122034	52.7657	-114.555	1420	2206	3	71	343000
42610	3	2.25	1700	7650	1.0	0	0	4	7	1340	360	1975	0	122033	52.9514	-114.356	1980	7200	2	57	419000
42516	3	2.0	1840	4750	1.0	0	0	5	7	1010	830	1951	0	122007	52.9162	-114.585	1760	5510	2	73	730001
42562	3	2.5	1320	1683	2.0	0	0	3	8	1270	50	2004	0	122034	52.7657	-114.555	1320	2206	1	76	369000
42573	4	2.0	2530	15520	1.0	0	0	5	8	2220	310	1964	0	122049	52.843	-114.357	2500	13300	3	59	813500
42543	3	1.5	1090	9600	1.0	0	0	4	7	1090	0	1968	0	122035	52.5939	-114.299	1240	9620	3	70	200000
42545	3	1.5	1840	5000	1.5	0	0	5	7	1340	500	1915	0	122026	52.8952	-114.552	1840	5000	3	54	750000
42687	4	2.5	3000	9460	2.0	0	0	3	9	3000	0	2001	0	122067	52.6259	-114.401	3000	8450	1	72	430000
42544	3	1.0	880	18205	1.0	0	0	4	6	880	0	1945	0	122063	52.7313	-114.434	1110	16115	3	80	218000
42671	5	2.75	1790	5000	1.5	0	0	4	7	1060	730	1915	0	122034	52.7955	-114.553	1400	5000	1	74	294000
42729	4	1.5	1430	5500	1.5	0	0	3	7	1430	0	1910	0	122032	52.8906	-114.587	1500	4000	1	70	575000
42599	2	1.0	1170	5150	1.0	0	0	3	6	980	190	1907	0	122051	52.7803	-114.473	1660	5150	1	63	312000
42557	4	2.0	1700	8640	1.0	0	0	3	7	850	850	1955	2010	122027	52.8074	-114.343	1620	9000	1	56	500000
42608	3	2.0	2330	6346	1.5	0	0	3	6	1600	730	1934	2014	122052	52.7435	-114.57	1380	8400	1	56	420000
42649	3	1.75	1660	8301	1.0	0	0	5	7	1660	0	1955	0	122058	52.9947	-114.453	1660	9489	3	65	434000
42636	2	1.75	1300	14500	1.0	0	0	3	6	650	650	1939	0	122056	52.7289	-114.519	1370	12986	3	63	244500
42530	3	2.0	2080	3880	1.0	0	0	5	7	1160	920	1954	0	122007	52.916	-114.581	1330	3880	2	55	700000
42491	3	2.5	1270	1180	3.0	0	0	3	8	1270	0	2001	0	122026	52.8997	-114.582	1320	1180	3	61	445700
42679	4	2.5	2570	6466	2.0	0	0	3	9	2570	0	1999	0	122023	52.5624	-114.36	2520	6667	2	80	355000
42638	4	2.75	3220	4000	2.0	0	0	3	10	3220	0	1993	0	122020	52.8086	-114.185	3200	12921	2	62	689000
42658	4	2.25	2470	7350	1.0	0	0	3	7	1600	870	1978	0	122005	52.9236	-114.318	1970	7700	3	79	618000
42683	3	2.5	3670	18505	1.0	0	4	3	10	2530	1140	1983	0	122050	52.9888	-114.566	2920	20000	3	52	1250000
42544	3	2.5	2590	18980	1.0	0	0	4	10	2590	0	1976	0	122035	52.6139	-114.343	3110	14652	3	69	396500
42539	4	2.5	2310	4079	2.0	0	0	3	8	2310	0	2008	0	122007	52.9237	-114.551	1220	4800	3	51	646000
42592	2	1.0	1100	17817	1.0	0	0	3	7	620	480	1980	0	122055	53.0028	-114.09	1790	20009	3	58	325000
42586	4	2.5	2670	5100	2.0	0	0	3	8	1940	730	1929	2010	122007	52.9068	-114.58	1470	4080	1	73	925000
